How can I canlled an online purchase Ive just made,online_payment_cancellation
what is my international cash withdrawals outstandings,outstandings
tell me everything about outstandings,outstandings
Could you explain me the immediate debit,immediate_debit
When will I receive this new card,order_card
Can you explain what is my international outstandings,outstandings
How can I do if I need to find the password of my card,password_card
How much money do I have in my account,balance
When will my new card be available,order_card
Can you give me some more informations about preium card,premium_card_advantages
When must I pay the overdrafts fees,authorized_overdraft
Why should I got a premium card,premium_card_advantages
What should I do if Ive lost my code pin,password_card
What is the international option for,limits
How can I blocked my card,how_block_card
where can I find information about the payment on internet,Internet_option
Can you tell me if there is a cooling off period during which I can cancel an online payment,online_payment_cancellation
can you explain me how I can get a new card,order_card
Can you tell me more about deferred debit,deferred_debit
Am I allowed to go into my overdraft,authorized_overdraft
Can you explain me how I cancel an online payment,online_payment_cancellation
Is their no danger to use a card contactless,contactless_card
Where can I fiond my outstandings,outstandings
Can I see my current balance,balance
what should I do when I cant remember my card pin,password_card
Can you explain me the internet option,Internet_option
Who pay for my overdrafts,authorized_overdraft
Is it a solution to cancel online payment,online_payment_cancellation
what should I do when I think my account have been hacked,against_fraud
How can I find my card password,password_card
What are the limits for my overdrafts,authorized_overdraft
What can I do if fraudulent transaction had been made on my account,against_fraud
Could you tel me what is an immediate debit card,immediate_debit
Can you help me I really need to cancel my last online operation,online_payment_cancellation
How can I cancel my card,how_block_card
How does contactless payment work,contactless_card
I would like some more informations about contactless card,contactless_card
could I know what are my balance,balance
Can you give me details about the internet option,Internet_option
What are the advantages of a premium card,premium_card_advantages
Can tell me more about premium card,premium_card_advantages
could you tell me what are my limits,limits
Can you tell me if I can pay in a foreign country,foreign_spending
may i have more information about my limit,limits
What is my domestic outstanding balance,outstandings
How much does it cost to order a new card,order_card
What can I do if i was hacked,against_fraud
What are the fees to have a new card,order_card
What is a limit of payment,limits
What is my balance,balance
Where can I find my bank card pin,password_card
can you explain me how I got a new card,order_card
What is my outstanding balance,outstandings
Could you give me some details about cancelling an online purchase,online_payment_cancellation
I want to know if the premium card free,premium_card_advantages
What is the best way to pay for something abroad,foreign_spending
Is it a way yo know my balance,balance
what should I do if someone robbed my card,how_block_card
Can I return an item bought online,online_payment_cancellation
Can you tell me what I should do if I have lost my card,how_block_card
how can i block my card visa,how_block_card
Can you give me details on the deferred debit card,deferred_debit
How to cancel a payment online,online_payment_cancellation
Could I have informations about overdraft fees,authorized_overdraft
Can you gave me my payment balance,balance
Should I pay to have a new card,order_card
can you tell me more about my domestic payment limit,limits
What is my international payments limit,limits
What is a card without contact,contactless_card
Can you tell me everything about operation in a foreign country,foreign_spending
could you tell me more about this new card,order_card
Do I have the right to cancel a payment made on the internet,online_payment_cancellation
Can you tell me what is my withdrawal balance,balance
what should I do My card was stolen,how_block_card
What should I do if there is a mistake on my account,against_fraud
What is a deferred debit card,deferred_debit
explain me the immediate debit card,immediate_debit
Can you gave me my payment outstandings,outstandings
what should I do when I have lost my bank card,password_card
I want some informations about the international option,International_option
What is my international cash withdrawal limit,limits
Can you explain me the deferred debit,deferred_debit
Do I have to pick up my card in-branch if I order a new one,order_card
Why are there different ranges of bank cards,premium_card_advantages
Can I have my actual balance,balance
Can you explain me how to cancel my credit card,how_block_card
how can I cancel purchase on the internet,online_payment_cancellation
What are the charges on a new card,order_card
Can you give me more details about the overdrafts rules,authorized_overdraft
Fuck off,bad_word
suck my dick ,bad_word
Shut up,bad_word
Damn you,bad_word
Fuck you ,bad_word
Kiss my ass,bad_word
Kiss my arse,bad_word
Son of a bitch motherfucker ,bad_word
dickhead ,bad_word
cocksucker ,bad_word
bitch whore ,bad_word
cunt,bad_word
fat arse,bad_word
samrt ass,bad_word
wanker,bad_word
arsehole,bad_word
Piece of shit ,bad_word
idiot,bad_word
fiend,bad_word
villain,bad_word
dumbass,bad_word
pain in the ass,bad_word
jerk,bad_word
cockroach,bad_word
bastard,bad_word
turd,bad_word
fucking,bad_word
Hello,hello
Hello sunshine,hello
Howdy patner,hello
Hi there ,hello
Hi,hello
Good morning,hello
Good afternoon ,hello
Good evening,hello
Hey,hello
Its nice to meet you,hello
Its a pleasure to meet you ,hello
Morning,hello
Hey there,hello
Yo,hello
How are you,how_are_you
Is everything going well ,how_are_you
Are you ok ,how_are_you
whats going on ,how_are_you
How do you do ,how_are_you
Is everything ok,how_are_you
Are you in a good mood today ,how_are_you
Are you okay,how_are_you
Whats up,how_are_you
How are you doing ,how_are_you
How have you been ,how_are_you
Hows everything ,how_are_you
Hows it going ,how_are_you
Whats new ,how_are_you
Whats up ,how_are_you
Are you a robot ,robot
Wahassup ,how_are_you
What are you up to ,how_are_you
Are you a human ,robot
You are a human or a robot ,robot
Are you an artificiel intelligence ,robot
Where do you live ,robot
Where are you ,robot
Am i speaking to a robot ,robot
Please tell me your identity ,robot
I want to know who Im speaking to ,robot
Can you tell me who you are ,robot
who are you ,robot
Are you a chinese child,robot
Are you an exploited intern ,robot
Are you well paid ,robot
Do I speak with a robot ,robot
Do I speak with a human ,robot
are you wmaid of flesh,robot
tell me a joke,humor
Are you funny ,humor
can you be funny ,humor
can you tell me a joke,humor
I want a joke,humor
make me laugh ,humor
I want to laugh ,humor
tell me something funny,humor
Do you now some trick ,humor
Do you have any joke for me ,humor
Are you able to be funny ,humor
You are too serious ,humor
Can you tell me something funny ,humor
Are you able to tell joke ,humor
I need to laugh ,humor
Tell me a trick,humor
Can I see if you are a joker ,humor
I want to smile ,humor
Are you able to make me smile ,humor
